Seq. number,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
289,01/14/2005,195,5.27299956,1170,6,64,1.97,1,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
290,01/15/2005,549,6.30809844,3332.43,6.07,34,1.99,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
291,01/16/2005,478,6.16961073,2882.34,6.03,31,2,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
292,01/17/2005,333,5.80814249,2014.65,6.05,28,2.02,1,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
293,01/18/2005,146,4.98360662,887.68,6.08,19,2.03,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Tue,No,NONE,GOOD WEATHER
294,01/19/2005,352,5.86363118,35.2,0.1,28,2.05,1,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
295,01/20/2005,333,5.80814249,2021.31,6.07,30,2.05,1,no,SNOW,SIGNIFICANTSNOW,NONE,JAN,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
296,01/21/2005,236,5.46383181,1441.96,6.11,20,2.05,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Fri,No,NONE,GOOD WEATHER
297,01/22/2005,13,2.56494936,82.03,6.31,25,2.04,1,no,SNOW,SIGNIFICANTSNOW,NONE,JAN,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
298,01/23/2005,1,0,0.1,0.1,24,2.04,1,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
299,01/24/2005,261,5.56452041,1566,6,23,2.04,1,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
300,01/25/2005,303,5.71373281,1830.12,6.04,35,2.04,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Tue,No,NONE,GOOD WEATHER
301,01/26/2005,577,6.35784227,57.7,0.1,37,2.04,1,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
302,01/27/2005,476,6.16541785,2875.04,6.04,20,2.03,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Thu,No,NONE,GOOD WEATHER
303,01/28/2005,391,5.96870756,2346,6,24,2.03,1,no,SUNNY/CLOUDY,Sunny,NONE,JAN,LOW SEASON,Fri,No,NONE,GOOD WEATHER
304,01/29/2005,228,5.42934563,1381.68,6.06,34,2.03,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JAN,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
305,01/30/2005,385,5.95324333,2336.95,6.07,38,2.03,1,no,SNOW,SNOW,NONE,JAN,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
306,01/31/2005,235,5.45958551,1452.3,6.18,36,2.03,1,no,SUNNY/CLOUDY,Sunny,NONE,JAN,LOW SEASON,Mon,No,NONE,GOOD WEATHER
307,02/01/2005,199,5.29330482,1209.92,6.08,37,2.02,1,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Tue,No,NONE,GOOD WEATHER
308,02/02/2005,927,6.83195357,92.7,0.1,41,2.02,1,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Wed,No,NONE,GOOD WEATHER
309,02/03/2005,428,6.0591232,2580.84,6.03,40,2.02,1,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
310,02/04/2005,388,5.96100534,2355.16,6.07,46,2.02,1,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
311,02/05/2005,1624,7.39264752,9890.16,6.09,54,2.02,1,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
312,02/06/2005,2775,7.92840603,16899.75,6.09,52,2.01,1,no,SUNNY/CLOUDY,Sunny,NONE,FEB,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
313,02/07/2005,719,6.57786136,4407.47,6.13,47,2.01,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Mon,No,NONE,GOOD WEATHER
314,02/08/2005,585,6.37161185,3556.8,6.08,48,2.01,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Tue,No,NONE,GOOD WEATHER
315,02/09/2005,1482,7.30114781,148.2,0.1,54,2.01,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Wed,No,NONE,GOOD WEATHER
316,02/10/2005,285,5.65248918,1710,6,44,2.01,1,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
317,02/11/2005,695,6.54391185,4183.9,6.02,41,2.01,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Fri,No,NONE,GOOD WEATHER
318,02/12/2005,696,6.54534966,4182.96,6.01,42,2,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,FEB,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
319,02/13/2005,1073,6.97821374,6480.92,6.04,41,2,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
320,02/14/2005,757,6.62936325,4617.7,6.1,47,2,1,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
321,02/15/2005,405,6.00388707,2442.15,6.03,55,2,1,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
322,02/16/2005,1368,7.2211051,136.8,0.1,51,2,1,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
323,02/17/2005,432,6.06842559,2600.64,6.02,38,1.99,1,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
324,02/18/2005,443,6.09356977,2680.15,6.05,32,1.99,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Fri,No,NONE,GOOD WEATHER
325,02/19/2005,486,6.18620862,2940.3,6.05,30,1.99,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
326,02/20/2005,996,6.90374726,6055.68,6.08,37,1.99,1,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
327,02/21/2005,182,5.20400669,1102.92,6.06,37,2,1,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
328,02/22/2005,635,6.453625,3886.2,6.12,43,2,1,no,RAIN,RAIN,NONE,FEB,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
329,02/23/2005,3898,8.26821888,389.8,0.1,41,2.01,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,AfroAmerican,FEB,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
330,02/24/2005,346,5.84643878,2107.14,6.09,31,2.01,1,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
331,02/25/2005,279,5.63121178,1687.95,6.05,35,2.02,1,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
332,02/26/2005,1700,7.43838353,10251,6.03,40,2.02,1,no,SNOW,SIGNIFICANTSNOW,NONE,FEB,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
333,02/27/2005,3018,8.01234964,18198.54,6.03,37,2.03,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,FEB,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
334,02/28/2005,305,5.72031178,1830,6,36,2.03,1,no,SNOW,SNOW,NONE,FEB,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
335,03/01/2005,36,3.58351894,216,6,38,2.04,1,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
336,03/02/2005,653,6.48157713,65.3,0.1,38,2.04,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
337,03/03/2005,769,6.64509097,4721.66,6.14,34,2.05,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
338,03/04/2005,362,5.89164421,2193.72,6.06,36,2.05,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
339,03/05/2005,1008,6.91572345,6179.04,6.13,43,2.06,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
340,03/06/2005,1040,6.94697599,6302.4,6.06,48,2.06,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
341,03/07/2005,999,6.90675478,6143.85,6.15,55,2.07,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
342,03/08/2005,464,6.13988455,2876.8,6.2,54,2.07,1,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
343,03/09/2005,542,6.295266,54.2,0.1,30,2.08,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
344,03/10/2005,569,6.34388043,3448.14,6.06,34,2.08,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
345,03/11/2005,795,6.67834211,4968.75,6.25,46,2.09,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
346,03/12/2005,666,6.50128967,4035.96,6.06,44,2.09,1,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
347,03/13/2005,1307,7.17548971,7933.49,6.07,46,2.1,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
348,03/14/2005,792,6.67456139,4862.88,6.14,41,2.1,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
349,03/15/2005,903,6.80572255,5499.27,6.09,46,2.11,1,no,SUNNY/CLOUDY,Sunny,NONE,MAR,LOW SEASON,Tue,No,NONE,GOOD WEATHER
350,03/16/2005,3269,8.09223941,326.9,0.1,46,2.11,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
351,03/17/2005,868,6.76619171,5303.48,6.11,47,2.11,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
352,03/18/2005,1109,7.01121399,6775.99,6.11,51,2.12,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
353,03/19/2005,3536,8.17075142,21498.88,6.08,50,2.12,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,LivingGreen,MAR,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
354,03/20/2005,389,5.96357934,2353.45,6.05,43,2.13,1,no,SNOW,SIGNIFICANTSNOW,LivingGreen,MAR,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
355,03/21/2005,958,6.86484778,5824.64,6.08,46,2.13,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Mon,No,NONE,GOOD WEATHER
356,03/22/2005,3195,8.06934237,19489.5,6.1,54,2.14,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Tue,No,NONE,GOOD WEATHER
357,03/23/2005,1996,7.59890046,199.6,0.1,44,2.14,1,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
358,03/24/2005,1520,7.32646561,9211.2,6.06,44,2.15,1,no,SNOW,SNOW,NONE,MAR,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
359,03/25/2005,2104,7.65159557,12771.28,6.07,48,2.15,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Fri,No,NONE,GOOD WEATHER
360,03/26/2005,5575,8.6260476,45324.75,8.13,47,2.16,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,Eggstreme,MAR,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
361,03/27/2005,5724,8.65242314,46135.44,8.06,46,2.16,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,Eggstreme,MAR,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
362,03/28/2005,317,5.75890177,2561.36,8.08,53,2.18,1,no,RAIN,RAIN,NONE,MAR,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
363,03/29/2005,2056,7.62851763,16756.4,8.15,59,2.21,1,no,RAIN,RAIN,NONE,MAR,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
364,03/30/2005,13544,9.51369892,1354.4,0.1,58,2.23,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAR,LOW SEASON,Wed,No,NONE,GOOD WEATHER
365,03/31/2005,4527,8.41781475,36895.05,8.15,51,2.26,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAR,LOW SEASON,Thu,No,NONE,GOOD WEATHER
366,04/01/2005,1659,7.41397029,13554.03,8.17,49,2.28,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
367,04/02/2005,171,5.14166356,1405.62,8.22,52,2.27,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
368,04/03/2005,523,6.25958146,4251.99,8.13,48,2.26,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
369,04/04/2005,1172,7.06646697,9622.12,8.21,60,2.24,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
370,04/05/2005,1910,7.55485852,15623.8,8.18,67,2.23,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
371,04/06/2005,7902,8.97487117,790.2,0.1,66,2.22,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
372,04/07/2005,1840,7.51752085,15124.8,8.22,76,2.23,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
373,04/08/2005,2000,7.60090246,16260,8.13,63,2.24,1,no,RAIN,RAIN,NONE,APR,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
374,04/09/2005,7116,8.87010105,57710.76,8.11,61,2.25,1,no,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
375,04/10/2005,11765,9.3728843,95178.85,8.09,64,2.26,1,no,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
376,04/11/2005,2024,7.61283103,16536.08,8.17,58,2.27,49,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
377,04/12/2005,3035,8.0179667,24765.6,8.16,57,2.28,97,yes,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
378,04/13/2005,6826,8.82849413,682.6,0.1,54,2.28,142,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,APR,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
379,04/14/2005,4174,8.33663009,33934.62,8.13,63,2.29,185,yes,SUNNY/CLOUDY,Sunny,NONE,APR,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
380,04/15/2005,3064,8.02747653,24879.68,8.12,57,2.3,227,yes,SUNNY/CLOUDY,Sunny,EASTER,APR,HIGH SEASON,Fri,No,Have Events,GOOD WEATHER
381,04/16/2005,9181,9.12489141,74366.1,8.1,58,2.31,268,yes,SUNNY/CLOUDY,Sunny,PoetrySafri,APR,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
382,04/17/2005,16991,9.74043907,137627.1,8.1,74,2.32,307,yes,SUNNY/CLOUDY,Sunny,PoetrySafri,APR,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
383,04/18/2005,8406,9.03670102,68340.78,8.13,75,2.33,372,yes,SUNNY/CLOUDY,PARTLY CLOUDY,EASTER,APR,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
384,04/19/2005,11429,9.34390926,92917.77,8.13,70,2.34,435,yes,SUNNY/CLOUDY,Sunny,EASTER,APR,HIGH SEASON,Tue,No,Have Events,GOOD WEATHER
385,04/20/2005,23929,10.0828464,2392.9,0.1,85,2.35,496,yes,RAIN,RAIN,EASTER,APR,HIGH SEASON,Wed,No,Have Events,NOT GOOD WEATHER
386,04/21/2005,8774,9.07954808,71332.62,8.13,71,2.36,554,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,EASTER,APR,HIGH SEASON,Thu,No,Have Events,GOOD WEATHER
387,04/22/2005,10757,9.28331198,87346.84,8.12,56,2.37,611,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
388,04/23/2005,1087,6.99117689,8804.7,8.1,55,2.38,665,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
389,04/24/2005,4531,8.41869794,36701.1,8.1,56,2.38,717,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
390,04/25/2005,4152,8.33134542,33631.2,8.1,55,2.37,822,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
391,04/26/2005,15572,9.65322971,126133.2,8.1,63,2.37,922,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
392,04/27/2005,11757,9.37220409,1175.7,0.1,67,2.37,1018,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
393,04/28/2005,14427,9.57685673,116858.7,8.1,66,2.36,1110,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
394,04/29/2005,7076,8.86446406,57527.88,8.13,60,2.36,1199,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
395,04/30/2005,1109,7.01121399,8960.72,8.08,59,2.36,1284,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
396,05/01/2005,5043,8.52575642,40848.3,8.1,65,2.35,1366,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
397,05/02/2005,2278,7.73105314,18679.6,8.2,62,2.35,1340,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
398,05/03/2005,5376,8.58969988,43921.92,8.17,61,2.35,1316,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
399,05/04/2005,9826,9.19278721,982.6,0.1,62,2.34,1292,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
400,05/05/2005,6982,8.85109069,57461.86,8.23,60,2.34,1269,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
401,05/06/2005,3902,8.26924452,31840.32,8.16,56,2.34,1247,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
402,05/07/2005,2527,7.83478811,20569.78,8.14,63,2.34,1226,yes,RAIN,RAIN,MomsDay,MAY,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
403,05/08/2005,7036,8.85879511,57554.48,8.18,64,2.33,1205,yes,RAIN,RAIN,MomsDay,MAY,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
404,05/09/2005,4230,8.34995727,34812.9,8.23,65,2.33,1290,yes,SUNNY/CLOUDY,PARTLY CLOUDY,MomsDay,MAY,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
405,05/10/2005,6532,8.78446845,53431.76,8.18,62,2.33,1371,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
406,05/11/2005,15549,9.65175161,1554.9,0.1,66,2.33,1449,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
407,05/12/2005,7308,8.89672492,60364.08,8.26,69,2.32,1524,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
408,05/13/2005,9587,9.16816329,79092.75,8.25,60,2.32,1597,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
409,05/14/2005,7947,8.98054978,64768.05,8.15,69,2.32,1666,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
410,05/15/2005,6022,8.70317471,48958.86,8.13,78,2.32,1732,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
411,05/16/2005,4729,8.46146904,38635.93,8.17,67,2.31,1692,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
412,05/17/2005,6825,8.82834762,56306.25,8.25,68,2.31,1654,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
413,05/18/2005,12885,9.46381912,1288.5,0.1,69,2.31,1617,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
414,05/19/2005,10040,9.21433239,82629.2,8.23,68,2.31,1582,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
415,05/20/2005,4504,8.41272117,36932.8,8.2,57,2.3,1548,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
416,05/21/2005,10709,9.27883979,87171.26,8.14,69,2.3,1515,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
417,05/22/2005,6873,8.83535597,56083.68,8.16,64,2.3,1484,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
418,05/23/2005,4388,8.38662882,36113.24,8.23,64,2.3,1461,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
419,05/24/2005,6693,8.80881748,54681.81,8.17,62,2.29,1439,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
420,05/25/2005,5753,8.65747674,575.3,0.1,52,2.29,1467,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
421,05/26/2005,8693,9.07027338,70674.09,8.13,59,2.29,1484,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
422,05/27/2005,12507,9.43404377,101806.98,8.14,75,2.29,1513,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
423,05/28/2005,14294,9.56759515,115924.34,8.11,77,2.28,1531,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,ButterflyBlast,MAY,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
424,05/29/2005,18284,9.81378164,148283.24,8.11,77,2.28,1540,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,ButterflyBlast,MAY,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
425,05/30/2005,17378,9.76296032,140761.8,8.1,76,2.28,1511,yes,SUNNY/CLOUDY,PARTLY CLOUDY,ButterflyBlast,MAY,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
426,05/31/2005,8888,9.09245733,72259.44,8.13,77,2.28,1479,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
427,06/01/2005,15848,9.67079859,1584.8,0.1,65,2.27,1445,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
428,06/02/2005,14000,9.54681261,114520,8.18,66,2.27,1410,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
429,06/03/2005,11063,9.31136149,91159.12,8.24,68,2.27,1375,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
430,06/04/2005,11087,9.31352853,90469.92,8.16,81,2.27,1339,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
431,06/05/2005,15008,9.61633867,121564.8,8.1,86,2.26,1304,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
432,06/06/2005,9139,9.12030625,74665.63,8.17,85,2.26,1300,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
433,06/07/2005,6581,8.79194199,53964.2,8.2,89,2.26,1296,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
434,06/08/2005,20053,9.90613405,2005.3,0.1,91,2.27,1291,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
